# system	crc	thumbnail_label	source
# Verified rescue seeds used to generate kind-specific crc -> thumbnail href
# overlays during prefetch/build. Rows must not duplicate the base libretro
# CRC index, and each thumbnail_label must exist in the libretro thumbnail
# index for the generated kind.
#
# nesterj-famicom-dat/date-publisher rows are derived from NesterJ_AoEX_R3
# famicom.dat records whose release date and publisher resolve to one
# unambiguous libretro NES thumbnail label. Ambiguous rows are intentionally
# omitted to avoid downloading the wrong image.
nes	3674ffdb	'89 Dennou Kyuusei Uranai (1988-12-10)(Induction Produce)(JP)	nesterj-famicom-dat/date-publisher
nes	376138d8	Akira (1988-12-24)(Taito)(JP)	nesterj-famicom-dat/date-publisher
nes	d858033d	ASO - Armored Scrum Object (1986-09-03)(SNK)(JP)	nesterj-famicom-dat/date-publisher
nes	3f9970f9	Athena (1987-06-05)(SNK)(JP)	nesterj-famicom-dat/date-publisher
nes	9622fbd9	Ballblazer (1988-03-04)(Pony Canyon)(JP)	nesterj-famicom-dat/date-publisher
nes	02a7ad0f	Banana (1986-09-08)(Victor Ongaku Sangyou)(JP)	nesterj-famicom-dat/date-publisher
nes	530f8b13	Baseball Star - Mezase Sankanou!! (1989-05-19)(SNK)(JP)	nesterj-famicom-dat/date-publisher
nes	c2df0a00	Bio Senshi Dan - Increaser Tono Tatakai (1987-09-22)(Jaleco)(JP)	nesterj-famicom-dat/date-publisher
nes	b42a57c7	Booby Kids (1987-07-10)(Nihon Bussan)(JP)	nesterj-famicom-dat/date-publisher
nes	f751f337	Buggy Popper (1986-10-08)(Data East)(JP)	nesterj-famicom-dat/date-publisher
nes	5efbded8	Burger Time (1985-11-27)(Namco)(JP)	nesterj-famicom-dat/date-publisher
nes	dc33aed8	Castle Excellent (1986-11-28)(ASCII)(JP)	nesterj-famicom-dat/date-publisher
nes	4cccd878	Cat Ninden Teyandee (1991-07-19)(Tecmo)(JP)	nesterj-famicom-dat/date-publisher
nes	34a516fd	Challenger (1985-10-15)(Hudson)(JP)	nesterj-famicom-dat/date-publisher
nes	e583ec5e	Circus Charlie (1986-03-04)(Soft Pro)(JP)	nesterj-famicom-dat/date-publisher
nes	266ce198	City Adventure Touch - Mystery of Triangle (1987-03-14)(Toho)(JP)	nesterj-famicom-dat/date-publisher
nes	c8160857	City Connection (1985-09-27)(Jaleco)(JP)	nesterj-famicom-dat/date-publisher
nes	99004b45	Columbus - Ougon no Yoake (1992-11-20)(Tomy)(JP)	nesterj-famicom-dat/date-publisher
nes	df3eb610	Cosmic Wars (1989-08-04)(Konami)(JP)	nesterj-famicom-dat/date-publisher
nes	bdad5548	Digital Devil Story - Megami Tensei (1987-09-01)(Namco)(JP)	nesterj-famicom-dat/date-publisher
nes	3d9fddd5	Doki! Doki! Yuuenchi (1991-08-09)(Vap)(JP)	nesterj-famicom-dat/date-publisher
nes	a9f0b6f3	Donald Land (1988-01-29)(Data East)(JP)	nesterj-famicom-dat/date-publisher
nes	f865ec8d	Door Door (1985-07-18)(Enix)(JP)	nesterj-famicom-dat/date-publisher
nes	e7a3867b	Dragon Quest II (1987-01-26)(Enix)(JP)	nesterj-famicom-dat/date-publisher
nes	605f5d51	Erunaaku no Zaihou (1987-08-10)(Towa Chiki)(JP)	nesterj-famicom-dat/date-publisher
